player_id,first_name,last_name,hand,date_of_birth,nationality,height
100869,Jon,Sorbo,R,1962-10-19,USA,190.0
100870,Christo,Van Rensburg,R,1962-10-23,RSA,185.0
100871,Laurie,Warder,R,1962-10-23,AUS,183.0
100872,Rill,Baxter,R,1962-10-26,USA,183.0
100873,Oliver,Freund,R,1962-11-07,GER,178.0
100876,Bong Soo,Kim,R,1962-11-30,KOR,180.0
100877,Brett,Dickinson,R,1962-12-04,USA,183.0
100878,Christoph,Zipf,R,1962-12-05,GER,185.0
100880,Russell,Barlow,L,1962-12-18,AUS,173.0
100882,David,Livingston,R,1962-12-29,USA,180.0
100883,Christophe,Bernelle,R,1962-12-31,FRA,185.0
100884,Steve,Shaw,R,1963-01-01,GBR,190.0
100885,Chris,Schoop,R,1963-01-02,USA,178.0
100887,Eric,Korita,R,1963-01-13,USA,196.0
100889,Joe,De Foor,R,1963-02-02,USA,188.0
100891,Rob,Mitchell,R,1963-02-16,USA,190.0
100892,Alexandre,Hocevar,R,1963-02-19,BRA,190.0
100893,Joakim,Nystrom,R,1963-02-20,SWE,188.0
100894,Francesco,Cancellotti,R,1963-02-27,ITA,183.0
100896,Miguel,Nido,R,1963-03-08,PUR,180.0
100897,Craig D,Miller,R,1963-03-10,USA,183.0
100899,Jorgen,Windahl,R,1963-03-12,SWE,183.0
100900,Josef,Cihak,R,1963-03-19,CZE,185.0
100901,Paul,Annacone,R,1963-03-20,USA,185.0
100903,Mike,Lee,R,1963-03-22,USA,178.0
100904,George,Bezecny,R,1963-03-24,USA,183.0
100905,Sammy,Giammalva Jr,R,1963-03-24,USA,178.0
100906,Antony,Emerson,R,1963-03-29,AUS,180.0
100907,Luca,Bottazzi,R,1963-04-01,ITA,170.0
100908,Tobias,Svantesson,R,1963-04-01,SWE,193.0
100909,Stefan,Heckmanns,R,1963-04-06,GER,193.0
100910,Magnus,Tideman,R,1963-04-09,SWE,193.0
100911,Dominik Guido,Utzinger,R,1963-04-12,SUI,193.0
100912,John,Slater,R,1963-04-12,GBR,183.0
100913,Peter,Carlsson,L,1963-04-13,SWE,183.0
100914,Jean Marc,Piacentile,R,1963-04-18,FRA,178.0
100917,Nelson,Aerts,R,1963-04-25,BRA,188.0
100918,Harald,Rittersbacher,R,1963-04-27,GER,188.0
100919,Khalid,Outaleb,R,1963-04-27,MAR,183.0
100920,Robert,Seguso,R,1963-05-01,USA,190.0
100921,Patrice,Kuchna,R,1963-05-10,FRA,178.0
100922,Roberto,Arguello,A,1963-05-12,ARG,173.0
100923,Wally,Masur,R,1963-05-13,AUS,180.0
100924,Jorge,Lozano,R,1963-05-17,MEX,180.0
100926,Ken,Flach,R,1963-05-24,USA,185.0
100927,Chris,Mcgarey,R,1963-05-27,USA,183.0
100928,Barry,Moir,R,1963-06-01,RSA,180.0
100930,Paul,Vojtischek,R,1963-06-13,GER,188.0
100931,Andrew,Burrow,R,1963-06-17,RSA,178.0
100932,Denys,Maasdorp,R,1963-06-17,RSA,183.0
100934,Matt,Anger,R,1963-06-20,USA,188.0
100935,Michael,Robertson,R,1963-07-02,USA,185.0
100936,Henri,Leconte,L,1963-07-04,FRA,185.0
100937,Ruben,Lamothe,R,1963-07-04,HAI,185.0
100938,Jaromir,Becka,R,1963-07-06,GER,175.0
100939,Joey,Rive,L,1963-07-08,USA,185.0
100941,Alex,Stepanek,R,1963-07-11,GER,180.0
100942,Thierry,Tulasne,R,1963-07-12,FRA,178.0
100943,Girts,Dzelde,R,1963-07-16,LAT,173.0
100944,Mikael,Pernfors,R,1963-07-16,SWE,173.0
100945,Craig,Campbell,R,1963-07-18,RSA,190.0
100946,Slobodan,Zivojinovic,R,1963-07-23,YUG,198.0
100947,Doug,Burke,R,1963-07-25,JAM,180.0
100949,Mauro,Menezes,R,1963-07-27,BRA,193.0
100950,Libor,Pimek,R,1963-08-03,BEL,196.0
100951,Alessandro,De Minicis,R,1963-08-04,ITA,175.0
100952,Kai,Niemi,R,1963-08-10,FIN,178.0
100954,Luiz,Mattar,R,1963-08-18,BRA,183.0
100955,Yahiya,Doumbia,R,1963-08-25,SEN,185.0
100956,Simone,Colombo,R,1963-08-28,ITA,180.0
100957,Greg,Holmes,R,1963-08-29,USA,178.0
100959,Chris,Kennedy,R,1963-09-14,USA,185.0
100960,Harold,Hecht,R,1963-09-14,USA,183.0
100962,Thomas,Hogstedt,R,1963-09-21,SWE,190.0
100964,Jon,Levine,R,1963-09-29,USA,178.0
100965,Peter,Ballauff,R,1963-09-29,GER,188.0
100966,Nick,Fulwood,R,1963-10-02,GBR,185.0
100967,Dan,Goldie,R,1963-10-03,USA,188.0
100970,Stefan,Eriksson,R,1963-10-17,SWE,193.0
100971,Kimmo,Alkio,R,1963-10-25,FIN,178.0
100972,Todd,Witsken,R,1963-11-04,USA,183.0
100974,Jeff,Klaparda,R,1963-11-07,USA,173.0
100976,Earl,Grainger,R,1963-11-11,RSA,183.0
100978,Andrew,Castle,R,1963-11-15,GBR,190.0
100979,Gregg,Hahn,R,1963-11-15,USA,190.0
100980,Edvaldo,Oliveira,R,1963-11-18,BRA,178.0
100982,Charlton,Eagle,R,1963-11-30,AUS,180.0
100984,Peter,Wright,R,1963-12-08,USA,185.0
100986,Dacio,Campos,R,1963-12-18,BRA,185.0
100988,Peter,Thrupp,R,1963-12-23,AUS,183.0
100989,Ned,Caswell,R,1963-12-28,USA,190.0
100990,Milan,Srejber,R,1963-12-30,CZE,203.0
100991,Johnny,Goudenbour,R,1963-12-31,LUX,178.0
100993,Loic,Courteau,R,1964-01-06,FRA,175.0
100995,Eduardo,Masso,L,1964-01-11,BEL,178.0
100997,Roger,Smith,R,1964-01-20,BAH,185.0
100998,Stuart,Bale,L,1964-01-21,GBR,185.0
101000,Carl,Limberger,R,1964-01-24,AUS,170.0
101001,Tim,Siegel,R,1964-01-24,USA,175.0
101003,Ricardo,Acioly,R,1964-02-04,BRA,180.0
101004,Jim,Pugh,R,1964-02-05,USA,193.0
101005,Gerald,Marzenell,R,1964-02-06,GER,180.0
101006,Bruno,Dadillon,R,1964-02-09,FRA,175.0
101007,Guillermo,Rivas,R,1964-02-09,ARG,183.0
101008,Peter,Palandjian,R,1964-02-12,USA,188.0
101009,John,Sobel,R,1964-02-15,USA,173.0
101012,Massimiliano,Narducci,R,1964-02-25,ITA,185.0
101013,Henrik,Sundstrom,R,1964-02-29,SWE,188.0
101014,John,Ross,R,1964-02-29,USA,185.0
101016,Marcos Aurelio,Gorriz,L,1964-03-04,ESP,185.0
101017,Gap Taik,Ro,R,1964-03-05,KOR,173.0
101018,Edoardo,Mazza,R,1964-03-15,ITA,175.0
101019,David,Felgate,R,1964-03-19,GBR,180.0
101020,Hans,Schwaier,R,1964-03-24,GER,173.0
101021,Dean,Botha,R,1964-03-30,RSA,175.0
101022,Kelly,Jones,R,1964-03-31,USA,185.0
101024,Christian,Geyer,L,1964-04-12,GER,183.0
101025,Bruce,Man Son Hing,R,1964-04-13,USA,183.0
101026,Jim,Grabb,R,1964-04-14,USA,193.0
101027,Jaroslav,Bulant,R,1964-04-21,CZE,175.0
101028,Robert,Pellizzi,R,1964-04-22,USA,196.0
101029,Ricki,Osterthun,R,1964-05-02,GER,185.0
101030,Goran,Prpic,R,1964-05-04,CRO,180.0
101031,Massimo,Cierro,R,1964-05-07,ITA,173.0
101033,John,Letts,R,1964-05-11,USA,185.0
101034,Bobby,Banck,R,1964-05-16,USA,165.0
101035,Menno,Oosting,R,1964-05-17,NED,180.0
101036,Miloslav,Mecir,R,1964-05-19,SVK,190.0
101037,Eddie,Stewart,R,1964-05-20,USA,196.0
101038,Alfonso,Mora,R,1964-05-23,VEN,188.0
101040,Peter,Lindgren,R,1964-06-01,SWE,175.0
101041,Geoff,Roper,R,1964-06-03,CAN,183.0
101043,Johan,Vekemans,R,1964-06-12,NED,185.0
101044,Mark,Ozer,R,1964-06-16,USA,196.0
101045,Craig,Boynton,R,1964-06-19,USA,183.0
101047,Borja,Uribe,R,1964-06-24,ESP,185.0
101048,Francisco,Maciel,R,1964-07-01,MEX,185.0
101050,Martin,Laurendeau,R,1964-07-10,CAN,190.0
101052,Dave,Delseni,R,1964-07-22,USA,183.0
101053,Michael,Kures,R,1964-07-25,USA,185.0
101054,Lars,Holmblad,R,1964-07-31,SWE,193.0
101055,Heiner,Moraing,R,1964-08-03,GER,190.0
101057,Peter,Carter,R,1964-08-09,AUS,180.0
101058,Francisco,Yunis,R,1964-08-12,ARG,190.0
101059,Richard,Vogel,R,1964-08-13,CZE,193.0
101060,Peter,Smith,R,1964-08-15,USA,188.0
101061,Jimmy,Arias,R,1964-08-16,USA,175.0
101062,Mats,Wilander,R,1964-08-22,SWE,183.0
101063,Jordi,Arrese,R,1964-08-29,ESP,175.0
101064,David,Lewis,R,1964-09-03,NZL,180.0
101066,Richard,Matuszewski,R,1964-09-07,USA,188.0
101067,Philip,Johnson,R,1964-09-11,USA,173.0
101068,Byron,Talbot,R,1964-09-15,RSA,183.0
101069,Den,Bishop,L,1964-09-18,USA,178.0
101070,Ed,Nagel,R,1964-09-26,USA,180.0
101071,Tom,Nijssen,R,1964-10-01,NED,175.0
101072,Brett,Greenwood,R,1964-10-06,AUS,178.0
101073,Martin,Jaite,R,1964-10-09,ARG,178.0
101074,Carlos,Di Laura,L,1964-10-19,PER,175.0
101075,Dexter,Macbride,R,1964-10-21,USA,193.0
101076,Cesar,Kist,R,1964-10-22,BRA,180.0
101077,Bobby,Blair,R,1964-10-24,USA,178.0
101080,Lawson,Duncan,R,1964-10-26,USA,185.0
101082,Jeff,Chambers,R,1964-11-09,USA,188.0
101083,Tom,Mercer,R,1964-11-10,USA,185.0
101084,Jakob,Hlasek,R,1964-11-12,SUI,188.0
101085,Corrado,Aprili,R,1964-11-13,ITA,190.0
101086,Ronald,Agenor,R,1964-11-13,USA,180.0
101088,Larry,Scott,R,1964-11-21,USA,188.0
101089,Pasi,Virtanen,R,1964-11-24,FIN,188.0
101091,Scott,Mcteer,R,1964-11-27,USA,183.0
101093,Steve,Devries,R,1964-12-08,USA,180.0
101096,Gary,Muller,L,1964-12-27,RSA,190.0
101097,Rick,Leach,L,1964-12-28,USA,188.0
101098,Guy,Forget,L,1965-01-04,FRA,190.0
101105,Jose Antonio,Fernandez,R,1965-01-26,CHI,170.0
101106,Peter,Lundgren,R,1965-01-29,SWE,185.0
101107,Charles,Merzbacher,R,1965-01-31,USA,185.0
101108,Richard,Schmidt,R,1965-01-31,USA,185.0
101109,Tarik,Benhabiles,R,1965-02-05,FRA,175.0
101110,David,De Miguel,R,1965-02-07,ESP,175.0
101112,Michele,Fioroni,R,1965-02-16,ITA,180.0
101113,Michael,Westphal,R,1965-02-19,GER,190.0
101114,Charles,Beckman,R,1965-03-01,USA,185.0
101115,Jorge,Bardou,R,1965-03-05,ESP,180.0
101116,Dean,Goldfine,R,1965-03-08,USA,178.0
101117,Eric,Jelen,R,1965-03-11,GER,180.0
101118,Brian,Barker,R,1965-03-12,USA,183.0
101119,Marian,Vajda,R,1965-03-24,SVK,173.0
101120,Karel,Novacek,R,1965-03-30,CZE,190.0
101123,Alexander,Mronz,R,1965-04-07,GER,188.0
101124,Paolo,Cane,R,1965-04-09,ITA,180.0
101125,Ville,Jansson,R,1965-04-10,SWE,183.0
101126,Chris,Pridham,R,1965-04-11,CAN,183.0
101128,Michael,Walker,L,1965-04-21,HKG,183.0
101129,Andrew,Lobb,R,1965-04-24,NZL,180.0
101130,Angelo,Mangiante,R,1965-04-27,ITA,180.0
101131,Jimmy,Brown,R,1965-04-28,USA,180.0
101132,Fredrik,Rosenquist,R,1965-04-30,SWE,180.0
101133,Patrick,Baur,R,1965-05-03,GER,188.0
101134,Fredrik,Waern,R,1965-05-05,SWE,185.0
101138,Pat,Cash,R,1965-05-27,AUS,183.0
101140,Eric,Rosenfeld,R,1965-05-28,USA,180.0
101141,David,Harkness,L,1965-05-29,USA,190.0
101142,Emilio,Sanchez,R,1965-05-29,ESP,180.0
101143,Branislav,Stankovic,R,1965-05-30,SVK,175.0
101144,Anthony,Lane,R,1965-05-31,AUS,183.0
101145,Jonathan,Canter,R,1965-06-04,USA,185.0
101146,Jose,Wasserfirer,R,1965-06-08,BRA,180.0
101147,Claudio,Mezzadri,R,1965-06-10,SUI,180.0
101148,Mika,Hedman,R,1965-06-14,FIN,185.0
101149,Morten,Christensen,R,1965-06-15,DEN,190.0
101150,Gianluca,Pozzi,L,1965-06-17,ITA,180.0
101153,John,Southcombe,R,1965-06-30,GBR,185.0
101154,Simon,Youl,R,1965-07-01,AUS,185.0
101155,James,Turner,R,1965-07-02,GBR,180.0
101156,Juan,Pino,R,1965-07-03,CUB,185.0
101158,John,Frawley,R,1965-07-04,AUS,173.0
101159,Gustav,Fichardt,R,1965-07-07,RSA,185.0
101161,Thomas,Haldin,R,1965-07-11,SWE,185.0
101165,Mario,Tabares,R,1965-07-22,CUB,180.0
101166,Gustavo,Garetto,R,1965-07-23,ARG,190.0
101172,Royce,Deppe,R,1965-08-11,RSA,188.0
101173,Marc,Walder,R,1965-08-19,SUI,183.0
101174,Fernando,Roese,R,1965-08-24,BRA,190.0
101177,Scott,Patridge,R,1965-08-31,USA,183.0
101178,Pieter,Aldrich,R,1965-09-07,RSA,180.0
101179,Jean Philippe,Fleurian,R,1965-09-11,FRA,185.0
101180,Jose,Clavet,R,1965-09-11,ESP,180.0
101184,Damir,Buljevic,R,1965-09-22,CRO,196.0
101185,Mark,Woodforde,L,1965-09-23,AUS,188.0
101186,Desmond,Tyson,R,1965-09-26,AUS,185.0
101188,Doug,Pielet,R,1965-09-29,USA,170.0
101189,Stefan,Lochbihler,R,1965-10-01,AUT,180.0
101190,Darren,Cahill,R,1965-10-02,AUS,185.0
101191,Richey,Reneberg,R,1965-10-05,USA,180.0
101192,Mike,Wolf,L,1965-10-06,USA,178.0
101193,James,Schor,R,1965-10-14,USA,185.0
101195,Amos,Mansdorf,R,1965-10-20,ISR,175.0
101196,Derrick,Rostagno,R,1965-10-25,USA,185.0
101198,Steve,Kennedy,R,1965-10-30,USA,183.0
101199,Ashley,Rhoney,R,1965-10-31,USA,185.0
101200,Scott,Moody,R,1965-11-05,USA,180.0
101201,Danny,Granot,R,1965-11-11,USA,183.0
101204,Eric,Amend,R,1965-11-17,USA,180.0
101205,Grant,Connell,L,1965-11-17,CAN,185.0
101206,Ed,Ross,R,1965-11-20,USA,188.0
101207,Michael,Daniel,R,1965-11-21,ISR,188.0
101208,Cary,Sochin,R,1965-11-25,USA,178.0
101209,Matthew,Litsky,R,1965-12-04,USA,170.0
101211,Otis,Smith,L,1965-12-08,USA,180.0
101212,Ken,Diller,R,1965-12-11,USA,183.0
101214,Bryan,Shelton,R,1965-12-22,USA,185.0
101215,Scott,Warner,R,1965-12-22,USA,196.0
101216,Olli,Rahnasto,R,1965-12-28,FIN,183.0
101217,Andreas,Lesch,L,1966-01-04,GER,196.0
101222,Stefan,Edberg,R,1966-01-19,SWE,188.0
101224,Kenny,Thorne,R,1966-01-24,USA,188.0
101226,Johan,Carlsson,R,1966-01-29,SWE,183.0
101227,Daniel,Marco,R,1966-01-31,ESP,178.0
101229,Paul,Koscielski,R,1966-02-01,USA,180.0
101230,Andrei,Chesnokov,R,1966-02-02,RUS,188.0
101232,Nicklas,Kroon,R,1966-02-05,SWE,183.0
101233,Alex,Antonitsch,R,1966-02-08,AUT,188.0
101234,Patrik,Kuhnen,R,1966-02-11,GER,190.0
101235,Paul,Haarhuis,R,1966-02-19,NED,188.0
101237,Danilo,Marcelino,R,1966-03-08,BRA,193.0
101238,Andres,Vysand,R,1966-03-10,GER,180.0
101242,Brad,Pearce,R,1966-03-21,USA,175.0
101243,Roberto,Azar,L,1966-03-21,ARG,185.0
101244,Johan,Donar,R,1966-03-24,SWE,180.0
101245,Mike,Holten,L,1966-03-30,USA,190.0
101247,Stephen,Botfield,R,1966-04-10,GBR,180.0
101248,Pat,Crow,R,1966-04-11,USA,188.0
101249,Andrei,Olhovskiy,R,1966-04-15,RUS,185.0
101250,Jose,Daher,R,1966-04-20,BRA,180.0
101251,Eric,Winogradsky,R,1966-04-22,FRA,188.0
101252,Brian,Page,R,1966-05-08,USA,183.0
101254,Peter,Svensson,L,1966-05-09,SWE,183.0
101255,Greg,Van Emburgh,R,1966-05-10,USA,188.0
101256,Mark,Kratzmann,L,1966-05-17,AUS,178.0
101257,Vincent,Van Gelderen,R,1966-05-17,NED,185.0
101258,Scott,Morse,R,1966-05-31,USA,185.0
101261,Axel,Hornung,R,1966-06-06,GER,180.0
101262,Rikard,Bergh,L,1966-06-14,SWE,188.0
101263,Luke,Jensen,A,1966-06-18,USA,190.0
101264,Michael,Tauson,R,1966-06-25,DEN,193.0
101265,Patrick,McEnroe,R,1966-07-01,USA,183.0
101266,Trey,Carter,R,1966-07-02,USA,188.0
101267,Michael,Oberleitner,R,1966-07-17,AUT,190.0
101268,Audun,Jensen,R,1966-07-22,NOR,178.0
101270,Thomas,Gollwitzer,R,1966-07-24,GER,178.0
101274,Udo,Riglewski,R,1966-07-28,GER,185.0
101276,Horacio,De La Pena,L,1966-08-01,ARG,180.0
101277,Stefan,Kruger,R,1966-08-03,RSA,183.0
101278,Scott,Melville,R,1966-08-04,USA,188.0
101279,Philippe,Pech,L,1966-08-09,FRA,180.0
101280,Mikael,Stadling,L,1966-08-10,SWE,188.0
101281,Shelby,Cannon,L,1966-08-19,USA,180.0
101282,Martin,Barba,R,1966-08-22,USA,180.0
101283,Dirk,Leppen,R,1966-08-23,GER,180.0
101284,Lars Anders,Wahlgren,R,1966-08-24,SWE,193.0
101285,Thierry,Champion,R,1966-08-31,FRA,183.0
101286,Dean,Johnson,R,1966-09-07,RSA,175.0
101287,Denis,Langaskens,R,1966-09-20,BEL,193.0
101288,Fernando,Lleo,R,1966-09-25,ESP,188.0
101291,Paul,Palandjian,L,1966-09-28,USA,183.0
101293,Ted,Scherman,R,1966-10-03,USA,188.0
101294,Jeff,Hersh,R,1966-10-11,USA,183.0
101297,John,Carras,R,1966-10-21,USA,178.0
101298,Jonas,Svensson,R,1966-10-21,SWE,188.0
101299,Sven,Salumaa,R,1966-10-21,USA,196.0
101300,Ben,Papell,R,1966-10-29,USA,188.0
101301,Jan Willem,Lodder,R,1966-11-03,NED,193.0
101302,Ola,Jonsson J092,R,1966-11-03,SWE,178.0
101306,David,Pollack,R,1966-11-12,USA,175.0
101307,Jeff,Brown,R,1966-11-15,USA,193.0
101308,Neil,Broad,R,1966-11-20,GBR,190.0
101309,Jay,Berger,R,1966-11-26,USA,180.0
101310,Conny,Falk,R,1966-11-30,SWE,188.0
101311,Kent,Kinnear,R,1966-11-30,USA,196.0
101312,Robbie,Weiss,R,1966-12-01,USA,183.0
101313,Nevio,Devide,R,1966-12-02,ITA,188.0
101314,Woody,Hunt,R,1966-12-03,USA,178.0
101315,Enrico,Cocchi,R,1966-12-15,ITA,190.0
101316,Juan,Rios,R,1966-12-15,PUR,185.0
101317,John,Sullivan,R,1966-12-22,USA,188.0
101318,Javier,Frana,L,1966-12-25,ARG,185.0
101319,Antonio,Padovani,R,1967-01-01,ITA,178.0
101320,Magnus,Gustafsson,R,1967-01-03,SWE,185.0
101321,Juan Carlos,Baguena,R,1967-01-07,ESP,183.0
101323,Tim,Trigueiro,R,1967-01-16,USA,188.0
101324,Ulf,Stenlund,R,1967-01-21,SWE,180.0
101325,Jason,Goodall,R,1967-01-23,GBR,178.0
101327,Cyril,Suk,R,1967-01-29,CZE,180.0
101328,Mihnea Ion,Nastase,R,1967-02-07,ROU,183.0
101329,Christer,Allgardh,R,1967-02-20,SWE,190.0
101330,Tim,Donovan,R,1967-02-20,USA,175.0
101331,Alex,Nizet,R,1967-02-22,USA,188.0
101332,Gilad,Bloom,L,1967-03-01,ISR,173.0
101333,Mark,Ferreira,R,1967-03-01,IND,173.0
101334,Alexander,Volkov,L,1967-03-03,RUS,188.0
101335,Stephen,Longley,R,1967-03-10,USA,188.0
101336,Dan,Nahirny,R,1967-03-11,USA,190.0
101337,Martin,Strelba,R,1967-03-22,CZE,190.0
101338,Olivier,Soules,R,1967-03-24,FRA,188.0
101339,Agustin,Moreno,R,1967-03-31,MEX,180.0
101340,Ricky,Brown,R,1967-04-01,USA,178.0
101341,Pablo,Albano,R,1967-04-11,ARG,178.0
101342,Patrick,Galbraith,L,1967-04-16,USA,183.0
101344,Bruno,Oresar,R,1967-04-21,CRO,175.0
101345,Roland,Rakell,R,1967-04-25,SWE,178.0
101348,Dave,Randall,R,1967-05-08,USA,183.0
101349,Adam,Malik,R,1967-05-10,MAS,193.0
101350,Christian,Feenstra,R,1967-05-13,NED,183.0
101353,Lionel,Barthez,R,1967-05-18,FRA,180.0
101354,Andrew,Sznajder,R,1967-05-25,CAN,175.0
101355,Richard,Whichello,L,1967-05-27,GBR,185.0
101356,Buff,Farrow,R,1967-05-28,USA,170.0
101358,Olivier,Delaitre,R,1967-06-01,FRA,170.0
101360,Mark,Keil,R,1967-06-03,USA,185.0
101362,Stephane,Simian,L,1967-06-08,FRA,193.0
101363,Vojtech,Flegl,R,1967-06-24,CZE,180.0
101364,Bret,Garnett,R,1967-07-02,USA,185.0
101365,Paul,Wekesa,R,1967-07-02,KEN,188.0
101366,David,Macpherson,L,1967-07-03,AUS,175.0
101367,Igor,Saric,R,1967-07-04,CRO,190.0
101368,Christian,Miniussi,R,1967-07-05,ARG,185.0
101369,Bent Ove,Pedersen,R,1967-07-11,NOR,185.0
101370,Paolo,Pambianco,R,1967-07-11,ITA,190.0
101371,Malcolm,Allen,R,1967-07-13,USA,178.0
101372,Joey,Blake,R,1967-07-14,USA,178.0
101373,Karsten,Braasch,L,1967-07-14,GER,180.0
101374,Leonardo,Lavalle,L,1967-07-14,MEX,188.0
101375,Brian,Devening,R,1967-07-16,USA,185.0
101377,Christian,Bergstrom,R,1967-07-19,SWE,180.0
101378,Tore,Meinecke,R,1967-07-21,GER,180.0
101380,Amit,Naor,R,1967-07-25,ISR,178.0
101381,Aaron,Krickstein,R,1967-08-02,USA,183.0
101382,Marcelo,Filippini,R,1967-08-04,URU,178.0
101383,Stephane,Sansoni,R,1967-08-12,FRA,180.0
101387,Claudio,Pistolesi,R,1967-08-25,ITA,180.0
101388,Gerardo,Mirad,R,1967-08-25,ARG,180.0
101389,Oren,Motevassel,L,1967-08-26,USA,170.0
101390,Ugo,Biagianti,L,1967-08-29,ITA,173.0
101391,Carl Uwe,Steeb,L,1967-09-01,GER,180.0
101392,Dan,Goldberg,L,1967-09-06,USA,185.0
101393,Jens,Woehrmann,R,1967-09-08,GER,180.0
101394,Francois,Errard,R,1967-09-10,FRA,180.0
101398,Neil,Borwick,L,1967-09-15,AUS,193.0
101399,Marco,Turra,R,1967-09-21,ITA,188.0
101401,Jon,Ireland,L,1967-09-26,AUS,185.0
101402,Stephen,Furlong,R,1967-10-01,AUS,185.0
101404,Thomas,Muster,L,1967-10-02,AUT,180.0
101405,Ugo,Colombini,R,1967-10-07,ITA,183.0
101406,Wojtek,Kowalski,R,1967-10-10,POL,183.0
101407,David,Engel,R,1967-10-17,SWE,180.0
101408,Cary,Cohenour,R,1967-10-18,USA,180.0
101409,Jaime,Yzaga,R,1967-10-23,PER,170.0
101412,Shuzo,Matsuoka,R,1967-11-06,JPN,185.0
101413,Felix,Barrientos,R,1967-11-20,PHI,178.0
101414,Boris,Becker,R,1967-11-22,GER,190.0
101415,Jochen,Wolff,R,1967-11-23,GER,185.0
101416,Joao,Cunha Silva,R,1967-11-27,POR,173.0
101418,Herve,Grenier,R,1967-12-04,FRA,190.0
101419,Frank,Dennhardt,L,1967-12-06,GER,188.0
101420,Vaclav,Roubicek,R,1967-12-13,CZE,185.0
101421,Veli,Paloheimo,R,1967-12-13,FIN,183.0
101422,Mark,Kaplan,R,1967-12-20,RSA,185.0
101423,John,Boytim,R,1967-12-21,USA,175.0
101424,Brent,Haygarth,R,1967-12-27,RSA,185.0
101426,Kent,Carlsson,R,1968-01-03,SWE,180.0
101429,Stephane,Grenier,R,1968-01-09,FRA,190.0
101430,Sergio,Cortes,R,1968-01-11,CHI,170.0
101431,Sascha,Grabow,L,1968-01-15,GER,188.0
101432,Dimitri,Poliakov,R,1968-01-19,UKR,183.0
101434,Petr,Korda,L,1968-01-23,CZE,190.0
101435,Brian,Gyetko,R,1968-01-26,CAN,183.0
101436,George,Cosac,R,1968-01-26,ROU,190.0
101438,Michael,Bauer,R,1968-01-30,AUT,173.0
101439,Javier,Sanchez,R,1968-02-01,ESP,178.0
101440,Mark,Koevermans,R,1968-02-03,NED,185.0
101441,Martin,Sinner,R,1968-02-07,GER,180.0
101444,Bonit,Wiryawan,R,1968-02-10,INA,173.0
101447,Santiago,Mora,R,1968-02-26,ESP,168.0
101451,Gustavo,Giussani,R,1968-03-06,ARG,180.0
101452,Greg,Failla,R,1968-03-09,USA,180.0
101459,Tomas,Nydahl,R,1968-03-21,SWE,185.0
101460,Jose Francisco,Altur,L,1968-03-24,ESP,190.0
101461,Brett,Custer,R,1968-04-01,AUS,183.0
101462,Francisco,Roig,R,1968-04-01,ESP,175.0
101463,Bernd,Karbacher,R,1968-04-03,GER,185.0
101465,Clinton,Banducci,R,1968-04-05,RSA,183.0
101468,Gerard,Solves,R,1968-04-07,FRA,185.0
101469,Brian,Garrow,R,1968-04-08,USA,173.0
101472,Tino,Anda,R,1968-04-16,ESP,180.0
101473,Jozsef,Krocsko,R,1968-04-20,HUN,180.0
101475,Carlos,Costa,R,1968-04-22,ESP,183.0
101476,Rolf,Hertzog,R,1968-04-25,SUI,178.0
101477,Chris,Bailey,R,1968-04-29,GBR,196.0
101479,Tj,Middleton,R,1968-05-02,USA,183.0
101481,Omar,Camporese,R,1968-05-08,ITA,188.0
101482,Markus,Zoecke,R,1968-05-10,GER,196.0
101483,Ricardo,Camargo,R,1968-05-14,BRA,180.0
101484,Vladimir,Gabrichidze,R,1968-05-16,GEO,175.0
101490,Daniel,Orsanic,L,1968-06-11,ARG,183.0
101492,Sander,Groen,L,1968-06-16,NED,190.0
101493,Christian,Weis,R,1968-06-20,GER,180.0
101495,Miguel,Tobon,R,1968-06-22,COL,185.0
101499,Eduardo,Furusho,L,1968-07-06,JPN,168.0
101500,Christian,Saceanu,R,1968-07-08,GER,190.0
101501,Fredrik,Perman,R,1968-07-09,SWE,193.0
101502,Torben,Theine,L,1968-07-10,GER,183.0
101503,Donni,Leaycraft,R,1968-07-18,USA,180.0
101504,Laurent,Prades,L,1968-07-19,FRA,183.0
101506,Eoin,Collins,L,1968-07-28,IRL,193.0
101507,Tomas,Carbonell,R,1968-08-07,ESP,178.0
101509,Patrick,Flynn,R,1968-08-16,AUS,183.0
101510,Henrik,Holm,R,1968-08-22,SWE,183.0
101511,Horst,Skoff,R,1968-08-22,AUT,175.0
101512,Trevor,Kronemann,R,1968-09-03,USA,193.0
101513,John,Stimpson,R,1968-09-04,USA,183.0
101514,Mike,Briggs,R,1968-09-06,USA,178.0
101515,Donald,Johnson,L,1968-09-09,USA,190.0
101516,Joao,Zwetsch,R,1968-09-12,BRA,180.0
101521,Elson,Cantuaria,R,1968-09-27,BRA,183.0
101522,Chi Wan,Kim,R,1968-10-01,KOR,180.0
101523,Doug,Eisenman,L,1968-10-02,USA,193.0
101524,Stephan,Rhode,R,1968-10-05,GER,188.0
101529,Michael,Stich,R,1968-10-18,GER,193.0
101531,Mario,Visconti,R,1968-10-23,ITA,185.0
101532,Francisco,Clavet,L,1968-10-24,ESP,183.0
101534,Libor,Nemecek,R,1968-10-26,CZE,168.0
101536,Murphy,Jensen,L,1968-10-30,USA,193.0
101543,Jeff,Tarango,L,1968-11-20,USA,180.0
101544,Marcos,Perez Hubert,R,1968-11-22,ESP,193.0
